Provider	Provider Country	Vendor Identifier	UPC	ISRC	Artist / Show	Title / Episode / Season	Label/Studio/Network	Product Type Identifier	Units	Royalty Price	Begin Date	End Date	Customer Currency	Country Code	Royalty Currency	Preorder	Season Pass	ISAN	Apple Identifier	Customer Price	CMA
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	2	0	20080818	20080824	USD	TW	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	USD	LB	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	2	0	20080818	20080824	USD	MY	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	10	0	20080818	20080824	NOK	NO	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	30	0	20080818	20080824	MXN	MX	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	1	0	20080818	20080824	EUR	HU	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	5	0	20080818	20080824	NZD	NZ	AUD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	5	0	20080818	20080824	USD	MY	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	3	0	20080818	20080824	USD	VE	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	2	0	20080818	20080824	USD	ID	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	EUR	GR	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	3	0	20080818	20080824	EUR	IE	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	EUR	PL	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	2	0	20080818	20080824	USD	SV	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	3	0	20080818	20080824	DKK	DK	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	4	0	20080818	20080824	USD	IN	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	USD	AR	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	2505	0	20080818	20080824	USD	US	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	3	0	20080818	20080824	EUR	FI	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	3	0	20080818	20080824	DKK	DK	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	26	0	20080818	20080824	USD	SG	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	5	0	20080818	20080824	USD	KR	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	1	0	20080818	20080824	USD	VN	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	4	0	20080818	20080824	USD	AR	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	2	0	20080818	20080824	USD	TW	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	6	0	20080818	20080824	EUR	CZ	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	5	0	20080818	20080824	EUR	RO	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	77	0	20080818	20080824	GBP	GB	GBP	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	13	0	20080818	20080824	EUR	AT	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	3	0	20080818	20080824	USD	PK	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	4	0	20080818	20080824	SEK	SE	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	USD	VN	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	USD	TH	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	1	0	20080818	20080824	USD	QA	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	USD	PE	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	62	0	20080818	20080824	EUR	FR	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	54	0	20080818	20080824	EUR	IT	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	4	0	20080818	20080824	EUR	PT	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	1	0	20080818	20080824	USD	ZA	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	4	0	20080818	20080824	USD	TR	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	4	0	20080818	20080824	EUR	GR	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	35	0	20080818	20080824	EUR	DE	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	2	0	20080818	20080824	NOK	NO	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	USD	AE	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	2	0	20080818	20080824	EUR	SK	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	2	0	20080818	20080824	EUR	PT	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	USD	CN	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	1	0	20080818	20080824	USD	TH	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	USD	CO	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	3	0	20080818	20080824	USD	PE	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	10	0	20080818	20080824	CHF	CH	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	1	15	0	20080818	20080824	USD	CN	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	4	0	20080818	20080824	EUR	HU	EUR	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	1	0	20080818	20080824	USD	IL	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	3	0	20080818	20080824	USD	BR	USD	 	 	 	286756410	0	 
APPLE	US	TwitterFon	 	 	Kazuho Okui	TwitterFon	 	7	2	0	20080818	20080824	USD	RU	USD	 	 	 	286756410	0	 
